"EST_ID","EST_WB","EST_WBT","EST_OWNR","EST_NAME","EST_TYPE","EST_STATUS","EST_BT","EST_BP","EST_EN","EST_BOD","EST_ST","EST_BRGY","EST_MUNCITY","EST_PROVINCE","EST_REGION","EST_LAT","EST_LONG","EST_E","EST_SPTK","EST_SPTK_TYPE","EST_WWTF","EST_SC","EST_R","DATE_ENCODED","ENCODER"
"223904","MURCON CREEK","CREEK","ROMEO MANALANG","MANALANG PALAY TRADING","COMMERCIAL","OPERATIONAL","DEALER PALAY","YES","","","","PULA","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223905","MURCON CREEK","CREEK","JEROME JOSE DELOS SANTOS","JE-CEL GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PULA","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223906","MURCON CREEK","CREEK","BONIFACIO DELA CRUZ BAUTISTA","BAUTISTA MOTORCYCLE PARTS","COMMERCIAL","OPERATIONAL","DEALER MOTORCYCLE/BICYCLE PARTS","YES","","","","PULA","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223907","MURCON CREEK","CREEK","GLORIA DELA ROSA","ANGEL SARI-SARI STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULA","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223908","MURCON CREEK","CREEK","ORLANDO BINUYA","ORLANDO'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULA","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223909","MURCON CREEK","CREEK","EDGARDO DELA CRUZ","EDGARDO'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULA","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223910","MURCON CREEK","CREEK","RODESSA SAN PEDRO","DESSA'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULA","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223911","TALAVERA RIVER","RIVER","FELICIDAD ARENAS","ARENAS SPACE RENTAL","COMMERCIAL","OPERATIONAL","LESSOR SPACE RENTAL","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223912","TALAVERA RIVER","RIVER","TERESITA ARCANO","TERESITA ARCANO ENTERPRISES","COMMERCIAL","OPERATIONAL","HAULING/TRUCKING SERVICES","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223913","TALAVERA RIVER","RIVER","MARIA FLOHAZEL G. PAULINO","MF PAULINO STALL RENTAL","COMMERCIAL","OPERATIONAL","LESSOR SPACE RENTAL","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223914","TALAVERA RIVER","RIVER","WILFREDO PAULINO","W.C. PAULINO MOTORCYCLE PARTS","COMMERCIAL","OPERATIONAL","DEALER MOTORCYCLE/BICYCLE PARTS","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223915","TALAVERA RIVER","RIVER","KHAY V. ROMERO","K.V. ROMERO BUILDING","COMMERCIAL","OPERATIONAL","LESSOR/SPACE RENTAL","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223916","TALAVERA RIVER","RIVER","ASKI","ASKI","COMMERCIAL","OPERATIONAL","LENDING INVESTOR","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223917","TALAVERA RIVER","RIVER","FASTRACK LENDING INVESTOR CORPORATION","FASTRACK LENDING INVESTOR CORPORATION","COMMERCIAL","OPERATIONAL","LENDING INVESTOR","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223918","TALAVERA RIVER","RIVER","ASKI MARKETING COOPERATIVE","ASKI MARKETING COOPERATIVE","COMMERCIAL","OPERATIONAL","ART SIGN AND ADVERTISING","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223919","TALAVERA RIVER","RIVER","ROLANDO STA. MARIA","TIRELAND","COMMERCIAL","OPERATIONAL","TIRE SUPPLY/VULCANIZING SHOP2","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223920","TALAVERA RIVER","RIVER","JOSEPHINE MARAVILLA","MARAVILLA ELECTRONICS","COMMERCIAL","OPERATIONAL","DEALER ELECTRONIC PARTS/SUPPLIES","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223921","TALAVERA RIVER","RIVER","ANITA M. CAPULONG","ANITA M. CAPULONG SPACE RENTAL II","COMMERCIAL","OPERATIONAL","LESSOR/SPACE RENTAL","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223922","TALAVERA RIVER","RIVER","RUSSEL ANGELES","EUSEBIO AGRI-MACHINERY","COMMERCIAL","OPERATIONAL","DEALER AGRI FARM MACHINERIES AND PARTS","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223923","TALAVERA RIVER","RIVER","LINDON VER NOCUM","NOCUM'S GLASS AND ALUMINUM SUPPLY","COMMERCIAL","OPERATIONAL","ALUMINUM AND GLASS SUPPLY","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223924","TALAVERA RIVER","RIVER","WHEELTEK MOTOR SALES CORPORATION","WHEELTEK","COMMERCIAL","OPERATIONAL","MOTORCYCLE DEALER","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223925","TALAVERA RIVER","RIVER","K-SERVICO","K-SERVICO TRADE INC.","COMMERCIAL","OPERATIONAL","MOTORCYCLE DEALER/APPLIANCE AND FURNITURE CENTER2","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223926","TALAVERA RIVER","RIVER","PREMIUMBIKES CORPORATION","PREMIUMBIKES CORPORATION","COMMERCIAL","OPERATIONAL","MOTORCYCLE DEALER","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223927","TALAVERA RIVER","RIVER","ROBERTO LAZARO","LAZARO SPACE RENTAL","COMMERCIAL","OPERATIONAL","LESSOR/SPACE RENTAL","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223928","TALAVERA RIVER","RIVER","SOTERO C. REYES","BETTY'S DRYGOODS","COMMERCIAL","OPERATIONAL","DRY GOODS/BOUTIQUE/ITEMS/RTW","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223929","TALAVERA RIVER","RIVER","AILEEN ANN W. PAULINO","YELLOW SUN GROCERY","COMMERCIAL","OPERATIONAL","SARI-SARI STORE/RETAIL TOBACCO/RETAIL LIQUOR/RETAI","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223930","TALAVERA RIVER","RIVER","KATHERINE PAULINO","K.W.P. SOFTDRINKS DEALER","COMMERCIAL","OPERATIONAL","DEALER SOFTDRINKS","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223931","TALAVERA RIVER","RIVER","CHONA VENTURA SALAZAR","GOLDEN STAR TOURS AND TRAVEL","COMMERCIAL","OPERATIONAL","TRAVEL AGENCY","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223932","TALAVERA RIVER","RIVER","EVELYN P. PANGILINAN","EVELYN PANGILINAN SPACE RENTAL AND MOTORCYCLE PART","COMMERCIAL","OPERATIONAL","LESSOR/SPACE RENTAL/DEALER MOTORCYCLE/BICYCLE PART","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223933","TALAVERA RIVER","RIVER","LETICIA NAVARRO","LETICIA'S SPACE RENTAL","COMMERCIAL","OPERATIONAL","LESSOR/SPACE RENTAL","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223934","TALAVERA RIVER","RIVER","EVELYNDA LARIOZA","ARAMIDEK SALON","COMMERCIAL","OPERATIONAL","BEAUTY PARLOR/BARBER SHOP","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223935","TALAVERA RIVER","RIVER","NORMA VICENCIO FELIX","SARI-SARI STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223936","TALAVERA RIVER","RIVER","RAUL STA. MARIA","TIRELAND CAR CAFÉ CENTER","COMMERCIAL","OPERATIONAL","CAR WASH CENTER/WHEEL ALIGNMENT AND BALANCING","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223937","TALAVERA RIVER","RIVER","BERNADETH PANCHO","N-DETH SARI-SARI STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223938","TALAVERA RIVER","RIVER","GLORIA P. DOMINGO","GLORIA P. DOMINGO ENTERPRISES","COMMERCIAL","OPERATIONAL","ENTERPRISES","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223939","TALAVERA RIVER","RIVER","MARIO SANTIAGO","MARRIUS MARRILLE NET CAFÉ","COMMERCIAL","OPERATIONAL","INTERNET SERVICES","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223940","TALAVERA RIVER","RIVER","VICTORIO DULDULAO","V.C.D. CALIBRATION","COMMERCIAL","OPERATIONAL","CALIBRATION CENTER","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223941","TALAVERA RIVER","RIVER","ADELAIDA DAGAR","RAINBOW PAINT CENTER","COMMERCIAL","OPERATIONAL","PAINT CENTER","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223942","TALAVERA RIVER","RIVER","ALFREDO SANCHES","SANCHEZ FRIED CHICKEN AND BY-PRODUCTS","COMMERCIAL","OPERATIONAL","FRIED CHICKEN BY PRODUCTS RETAILER","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223943","TALAVERA RIVER","RIVER","LEONIDA B. FRANCISCO","MONI'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223944","TALAVERA RIVER","RIVER","GUILLERMO DELA CRUZ DULDULAO","GCD CALIBRATION AND BRAKE BONDING","COMMERCIAL","OPERATIONAL","CALIBRATION CENTER","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223945","TALAVERA RIVER","RIVER","LUZVIMINDA B. LA PEÑA","MINDA'S SARI-SARI STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223946","TALAVERA RIVER","RIVER","GANI SUMANG SARMIENTO","LYMAR BENCEL CAR AIRCON REPAIR","COMMERCIAL","OPERATIONAL","CAR AIRCON REPAIR","YES","","","","PULONG SAN MIGUEL","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223947","SALUYSOY CREEK","CREEK","EDGARDO CARDENAS","JJ ROCK BROILER FARM","COMMERCIAL","OPERATIONAL","POULTRY","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223948","SALUYSOY CREEK","CREEK","LUCENA DIMARANAN","OHNA'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223949","SALUYSOY CREEK","CREEK","ROWENA DE VERA JAMOTUYA","GRANNY G AUTHENTIC BAKERY","COMMERCIAL","OPERATIONAL","BAKERY/BAKESHOP/BREADHOUSE","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223950","SALUYSOY CREEK","CREEK","MARICEL V. QUIROZ","JEAN CEL SARI-SARI STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223951","SALUYSOY CREEK","CREEK","NERITO SARIENTE SANTOS JR.","JRSS SECURITY AGENCY","COMMERCIAL","OPERATIONAL","SECURITY AGENCY","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223952","SALUYSOY CREEK","CREEK","MYRNA MARCELO","JANINES GOOD CULL","COMMERCIAL","OPERATIONAL","MEAT/FISH/DRESSED CHICKEN VENDOR","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223953","SALUYSOY CREEK","CREEK","ASKI SKILLS AND KNOWLEDGE INSTITUTE INC.","ASKI SKILLS AND KNOWLEDGE INSTITUTE INC.","COMMERCIAL","OPERATIONAL","TRAINING CENTER/SERVICES","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223954","SALUYSOY CREEK","CREEK","MARIA NERIZA ABESAMIS","ZAI JOHN GABRIELLE'S JUNK SHOP","COMMERCIAL","OPERATIONAL","JUNK SHOP","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223955","SALUYSOY CREEK","CREEK","EMELITA CRUZ","EMELITA JUNK SHOP","COMMERCIAL","OPERATIONAL","JUNK SHOP","YES","","","","SAMPALOC","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223956","MABALASBALAS CREEK","CREEK","SAMUEL IGNACIO","PSALM ZILDJIAN GEN. MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223957","MABALASBALAS CREEK","CREEK","LIGAYA RODRIGUEZ","LIGAYA'S PALAY TRADING","COMMERCIAL","OPERATIONAL","DEALER PALAY","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223958","MABALASBALAS CREEK","CREEK","LUDY PALTAO","LUDY'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223959","MABALASBALAS CREEK","CREEK","ALLAN JAYSON BERNARDO","LJ-AJ KAINAN SA BARANGAY","COMMERCIAL","OPERATIONAL","CARINDERIA/EATERY","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223960","MABALASBALAS CREEK","CREEK","GLECELDA DOMINGO","PULSO NG BAYAN","COMMERCIAL","OPERATIONAL","NEWSPAPER CIRCULATION","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223961","MABALASBALAS CREEK","CREEK","NOEMI ANDRES","LAPUZ-ANDRES BUILDING","COMMERCIAL","OPERATIONAL","LESSOR SPACE RENTAL","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223962","MABALASBALAS CREEK","CREEK","NOEMI ANDRES","LAPUZ PETRON SERVICE STATION","COMMERCIAL","OPERATIONAL","GASOLINE STATION","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223963","MABALASBALAS CREEK","CREEK","JOCELYN SANGALANG","J.I.S. HARDWARE","COMMERCIAL","OPERATIONAL","HARDWARE/CONSTRUCTION SUPPLIES","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223964","MABALASBALAS CREEK","CREEK","GINA BALLESTEROS","KILATIS NG BAYAN NEWS","COMMERCIAL","OPERATIONAL","NEWSPAPER CIRCULATION","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223965","MABALASBALAS CREEK","CREEK","MARK NICHOLAI TOLENTINO","M AND Z TRADING","COMMERCIAL","OPERATIONAL","TRADING","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223966","MABALASBALAS CREEK","CREEK","CONIE LAZARO","CONNIE'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223967","MABALASBALAS CREEK","CREEK","LANIE DUPINGAY","LM DUPINGAY ENTERPRISES","COMMERCIAL","OPERATIONAL","SURPLUS","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223968","MABALASBALAS CREEK","CREEK","ZENAIDA SANGALANG","ZENY'S ORNAMENTAL GARDEN","COMMERCIAL","OPERATIONAL","GARDEN","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223969","MABALASBALAS CREEK","CREEK","LORNA MAMATLALO","MAMATLALO ORNAMENTAL GARDEN","COMMERCIAL","OPERATIONAL","GARDEN","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223970","MABALASBALAS CREEK","CREEK","FEDERATION OF PATRIOTIC FARMER COOPERATIVE OF N.E","FEDERATION OF PATRIOTIC FARMER COOPERATIVE OF N.E","COMMERCIAL","OPERATIONAL","DEALER FARM SUPPLIES","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223971","MABALASBALAS CREEK","CREEK","THE REDSYSTEM COMPANY INC.","THE REDSYSTEM COMPANY INC.","COMMERCIAL","OPERATIONAL","LOGISTICS (SERVICES)","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223972","MABALASBALAS CREEK","CREEK","BONIFACIO R. ALBADOR","DARRY FREIGHT SERVICES","COMMERCIAL","OPERATIONAL","HAULING/TRUCKING SERVICES","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223973","MABALASBALAS CREEK","CREEK","VICTORIA S. MACAPAGAL","LUCY'S EATERY","COMMERCIAL","OPERATIONAL","CARINDERIA/EATERY","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223974","MABALASBALAS CREEK","CREEK","VIRGILIO E. PALILIO","JAMES RICEMILL","COMMERCIAL","OPERATIONAL","RICE MILL/MINI CONO/DEALER RICE 2","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223975","MABALASBALAS CREEK","CREEK","DEANNA MARIE PALILIO","DMO PALILIO HUSK SUPPLY","COMMERCIAL","OPERATIONAL","HUSK TRADING","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223976","MABALASBALAS CREEK","CREEK","V. PALILIO CORPORATION","JAMES POULTRY FARM","COMMERCIAL","OPERATIONAL","POULTRY","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223977","MABALASBALAS CREEK","CREEK","ROGELIO ORTIZ","R. ORTIZ PALAY TRADING","COMMERCIAL","OPERATIONAL","DEALER PALAY","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223978","MABALASBALAS CREEK","CREEK","HERNANDO TRINIDAD","H.R TRINIDAD HARDWARE & FURNITURE","COMMERCIAL","OPERATIONAL","HARDWARE/FURNITURE SHOP/MAKER2","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223979","MABALASBALAS CREEK","CREEK","RODELLO ABRIGO","BRENT GUN REPAIR SHOP","COMMERCIAL","OPERATIONAL","GUN REPAIR SHOP","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223980","MABALASBALAS CREEK","CREEK","COCA-COLA FEMSA PHILS.INC.","COCA-COLA FEMSA PHILS.INC.","COMMERCIAL","OPERATIONAL","MANUFACTURER/DISTRIBUTOR","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223981","MABALASBALAS CREEK","CREEK","LUZVIMINDA LAND HOLDING INC.","LUZVIMINDA LAND HOLDING INC.","COMMERCIAL","OPERATIONAL","LESSOR/SPACE RENTAL","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223982","MABALASBALAS CREEK","CREEK","EMIL ANDREW M. DELA ROSA II","VW EMIL ANDREW DELA ROSA II GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223983","MABALASBALAS CREEK","CREEK","ESTRELITA MANABAT","ESTRELITA'S STORE","COMMERCIAL","OPERATIONAL","SARI-SARI STORE","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223984","MABALASBALAS CREEK","CREEK","TERESITA SANTOS","SANTOS PALAY TRADING","COMMERCIAL","OPERATIONAL","DEALER PALAY","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223985","MABALASBALAS CREEK","CREEK","LAURETA ENCARNACION","LORIE'S EATERY","COMMERCIAL","OPERATIONAL","CARINDERIA/EATERY","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223986","MABALASBALAS CREEK","CREEK","RONNIE ROY G. PASCUAL","FUEL CENTER","COMMERCIAL","OPERATIONAL","GASOLINE STATION","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223987","MABALASBALAS CREEK","CREEK","MAYROSE MACANAS MACAPAGAL","MACAPAGAL HARWARE AND STEEL TRADING","COMMERCIAL","OPERATIONAL","HARDWARE/CONSTRUCTURE SUPPLIES","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
"223988","MABALASBALAS CREEK","CREEK","WILFREDO AGUILAR","JEWEL SIDE CAR","COMMERCIAL","OPERATIONAL","SIDE CAR MAKER","YES","","","","SAN MIGUEL NA MUNTI","TALAVERA","NUEVA ECIJA","REGION III","","","OUTSIDE","YES","","","","","","LGU.TALAVERA.R3"
